label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
PLAY,0.0,0.0,-0.1801072359085083,-0.033379197120666504,-0.34975677728652954,-0.1518644094467163,-0.4813504219055176,-0.20828057825565338,-0.5965998768806458,-0.1998363584280014,-0.2566559910774231,-0.46242421865463257,-0.2601182460784912,-0.7160484790802002,-0.2584618330001831,-0.8700693845748901,-0.24828146398067474,-1.0,-0.15095847845077515,-0.4773663878440857,-0.11994242668151855,-0.5569912195205688,-0.09129011631011963,-0.38823017477989197,-0.07377451658248901,-0.24489369988441467,-0.046359702944755554,-0.46755996346473694,-0.027636723592877388,-0.5258488655090332,-0.015210500918328762,-0.3625009059906006,-0.013104419223964214,-0.22872525453567505,0.04800809919834137,-0.44205665588378906,0.051219940185546875,-0.5153365135192871,0.04389414191246033,-0.3896470069885254,0.03751082718372345,-0.278123676776886
PLAY,0.0,0.0,-0.18005229532718658,-0.009410984814167023,-0.3572433292865753,-0.12883895635604858,-0.49277302622795105,-0.18788745999336243,-0.6119652390480042,-0.18921905755996704,-0.26865091919898987,-0.45409366488456726,-0.2736489474773407,-0.7114682197570801,-0.2702023983001709,-0.8684216141700745,-0.26204490661621094,-1.0,-0.16157615184783936,-0.4747352600097656,-0.13175110518932343,-0.5561538934707642,-0.09629405289888382,-0.3793451189994812,-0.07525098323822021,-0.23179158568382263,-0.055300019681453705,-0.46704724431037903,-0.03286435455083847,-0.5210904479026794,-0.014083604328334332,-0.3527055084705353,-0.009758257307112217,-0.22006551921367645,0.04312940314412117,-0.4374859929084778,0.04627113789319992,-0.49156734347343445,0.04439689591526985,-0.35204043984413147,0.04223411902785301,-0.23884007334709167
PLAY,0.0,0.0,-0.17341336607933044,-0.022721176967024803,-0.3412894010543823,-0.14074258506298065,-0.4772690534591675,-0.19144384562969208,-0.5919161438941956,-0.18797855079174042,-0.2601334750652313,-0.4596494734287262,-0.267792671918869,-0.7183442711830139,-0.2642996907234192,-0.8725554943084717,-0.25401896238327026,-1.0,-0.15621545910835266,-0.47972267866134644,-0.11952296644449234,-0.5590919256210327,-0.09185813367366791,-0.39376309514045715,-0.07838991284370422,-0.2604300081729889,-0.0526670441031456,-0.4727729260921478,-0.02809588797390461,-0.5252606868743896,-0.018629442900419235,-0.36112040281295776,-0.02120150625705719,-0.24077564477920532,0.041359372437000275,-0.44805341958999634,0.052675388753414154,-0.5042181015014648,0.040930964052677155,-0.36302900314331055,0.030574942007660866,-0.25457945466041565
PLAY,0.0,0.0,-0.18680943548679352,-0.00019174399494659156,-0.36568689346313477,-0.1270821988582611,-0.49929872155189514,-0.1906934678554535,-0.6196373701095581,-0.18874616920948029,-0.2799602448940277,-0.4643286168575287,-0.27599701285362244,-0.7106735110282898,-0.2682841718196869,-0.8681747913360596,-0.26010337471961975,-1.0,-0.17966148257255554,-0.49546122550964355,-0.12410000711679459,-0.5359147191047668,-0.08045387268066406,-0.3665280044078827,-0.05703774467110634,-0.228652685880661,-0.07633848488330841,-0.49370646476745605,-0.028651103377342224,-0.5059266686439514,-0.008111543022096157,-0.3434082269668579,-0.00394801702350378,-0.22156669199466705,0.01931922324001789,-0.4690035879611969,0.049660272896289825,-0.49781331419944763,0.05270583555102348,-0.3585604727268219,0.05240197107195854,-0.2535509765148163
PLAY,0.0,0.0,-0.18133258819580078,-0.007105328142642975,-0.35959652066230774,-0.1409008800983429,-0.4920891523361206,-0.20297613739967346,-0.6092495918273926,-0.19715484976768494,-0.2588305175304413,-0.4671773612499237,-0.26042842864990234,-0.7167897820472717,-0.25313442945480347,-0.8717382550239563,-0.2442026287317276,-1.0,-0.15380527079105377,-0.4907059073448181,-0.11599642038345337,-0.5398180484771729,-0.07563415914773941,-0.36852872371673584,-0.05320832133293152,-0.22819386422634125,-0.049537308514118195,-0.48524394631385803,-0.025286976248025894,-0.5020955204963684,-0.0037872730754315853,-0.3423646092414856,0.0036277587059885263,-0.2198864221572876,0.047010477632284164,-0.45978593826293945,0.05570221692323685,-0.4976576864719391,0.05351564288139343,-0.3633268475532532,0.051912564784288406,-0.257235586643219
PLAY,0.0,0.0,-0.17783065140247345,-0.014929736964404583,-0.3473075330257416,-0.14584292471408844,-0.47666123509407043,-0.2036105990409851,-0.5933001637458801,-0.20256547629833221,-0.2532059848308563,-0.4618597626686096,-0.25264132022857666,-0.7131935954093933,-0.24529466032981873,-0.8686628937721252,-0.23451267182826996,-1.0,-0.14633332192897797,-0.4783548414707184,-0.10129658132791519,-0.543895423412323,-0.06336284428834915,-0.3654991388320923,-0.04401521012187004,-0.22256450355052948,-0.04057909548282623,-0.46729665994644165,-0.012559792026877403,-0.5134167075157166,0.007656955160200596,-0.34396713972091675,0.012889779172837734,-0.21599537134170532,0.05509444698691368,-0.43719062209129333,0.06539598107337952,-0.5037344098091125,0.06552305817604065,-0.3659505546092987,0.0648178681731224,-0.25510287284851074
PLAY,0.0,0.0,-0.1785062700510025,-0.02150125429034233,-0.3472025394439697,-0.14951685070991516,-0.4774455726146698,-0.20545236766338348,-0.5911007523536682,-0.19954140484333038,-0.25147783756256104,-0.46295467019081116,-0.2503127157688141,-0.7142419815063477,-0.24186013638973236,-0.8677518367767334,-0.22965030372142792,-1.0,-0.14538846909999847,-0.4788067042827606,-0.1000056192278862,-0.5534641146659851,-0.06720804423093796,-0.378104031085968,-0.05161541327834129,-0.23704856634140015,-0.0401851050555706,-0.465945839881897,-0.0068668038584291935,-0.5153200030326843,0.0066745043732225895,-0.3498910367488861,0.005335234571248293,-0.22470512986183167,0.055133748799562454,-0.4325122833251953,0.07175242900848389,-0.5017457008361816,0.06709375232458115,-0.3639179766178131,0.06089726835489273,-0.2535695433616638
PLAY,0.0,0.0,-0.17218254506587982,-0.020204806700348854,-0.33959686756134033,-0.1443442553281784,-0.469413697719574,-0.20047424733638763,-0.5841076374053955,-0.19366705417633057,-0.2476382702589035,-0.45767727494239807,-0.24624013900756836,-0.7096516489982605,-0.23627452552318573,-0.8655412197113037,-0.2243282049894333,-1.0,-0.1416064202785492,-0.4737607538700104,-0.0986069068312645,-0.543175220489502,-0.06304602324962616,-0.3596816956996918,-0.04597930610179901,-0.21809794008731842,-0.035790517926216125,-0.4602067768573761,-0.0011862878454849124,-0.506605863571167,0.012548267841339111,-0.33373481035232544,0.009914982132613659,-0.2087632119655609,0.06109851598739624,-0.42594143748283386,0.07939548790454865,-0.4973899722099304,0.07410351186990738,-0.3592495918273926,0.06565546244382858,-0.2525987923145294
PLAY,0.0,0.0,-0.17188072204589844,-0.016765262931585312,-0.33992135524749756,-0.14435899257659912,-0.47238290309906006,-0.2008398026227951,-0.5888577699661255,-0.19650256633758545,-0.25225770473480225,-0.45857396721839905,-0.24948978424072266,-0.7116794586181641,-0.23948848247528076,-0.866581916809082,-0.22676821053028107,-1.0,-0.14568564295768738,-0.4792880713939667,-0.10048027336597443,-0.5463374853134155,-0.0637727752327919,-0.3662950098514557,-0.04744644835591316,-0.2249658703804016,-0.03911612927913666,-0.46964898705482483,-0.005839681252837181,-0.5095853805541992,0.009615660645067692,-0.3382629454135895,0.007871524430811405,-0.21327491104602814,0.059489231556653976,-0.43898746371269226,0.07495971769094467,-0.49973708391189575,0.0699603408575058,-0.3588826656341553,0.06195017695426941,-0.25002211332321167
PLAY,0.0,0.0,-0.16577976942062378,-0.03343217074871063,-0.3224110007286072,-0.18800930678844452,-0.4348403215408325,-0.2692709267139435,-0.5371477007865906,-0.2874821126461029,-0.2127630114555359,-0.4825921058654785,-0.19453346729278564,-0.7207186222076416,-0.17659413814544678,-0.8723843097686768,-0.16390493512153625,-1.0,-0.10270620137453079,-0.493222713470459,-0.0684293806552887,-0.538299024105072,-0.047193627804517746,-0.3555380702018738,-0.04113896191120148,-0.21357420086860657,0.0073097096756100655,-0.46892398595809937,0.033800482749938965,-0.4844861328601837,0.03222154825925827,-0.31118273735046387,0.01995878852903843,-0.18731965124607086,0.11060791462659836,-0.42182567715644836,0.12487976253032684,-0.46126651763916016,0.10205724835395813,-0.3220209777355194,0.08141330629587173,-0.21950186789035797
